frame,NOSE.X,NOSE.Y,NOSE.Z,LEFT_EYE_INNER.X,LEFT_EYE_INNER.Y,LEFT_EYE_INNER.Z,LEFT_EYE.X,LEFT_EYE.Y,LEFT_EYE.Z,LEFT_EYE_OUTER.X,LEFT_EYE_OUTER.Y,LEFT_EYE_OUTER.Z,RIGHT_EYE_INNER.X,RIGHT_EYE_INNER.Y,RIGHT_EYE_INNER.Z,RIGHT_EYE.X,RIGHT_EYE.Y,RIGHT_EYE.Z,RIGHT_EYE_OUTER.X,RIGHT_EYE_OUTER.Y,RIGHT_EYE_OUTER.Z,LEFT_EAR.X,LEFT_EAR.Y,LEFT_EAR.Z,RIGHT_EAR.X,RIGHT_EAR.Y,RIGHT_EAR.Z,MOUTH_LEFT.X,MOUTH_LEFT.Y,MOUTH_LEFT.Z,MOUTH_RIGHT.X,MOUTH_RIGHT.Y,MOUTH_RIGHT.Z,LEFT_SHOULDER.X,LEFT_SHOULDER.Y,LEFT_SHOULDER.Z,RIGHT_SHOULDER.X,RIGHT_SHOULDER.Y,RIGHT_SHOULDER.Z,LEFT_ELBOW.X,LEFT_ELBOW.Y,LEFT_ELBOW.Z,RIGHT_ELBOW.X,RIGHT_ELBOW.Y,RIGHT_ELBOW.Z,LEFT_WRIST.X,LEFT_WRIST.Y,LEFT_WRIST.Z,RIGHT_WRIST.X,RIGHT_WRIST.Y,RIGHT_WRIST.Z,LEFT_PINKY.X,LEFT_PINKY.Y,LEFT_PINKY.Z,RIGHT_PINKY.X,RIGHT_PINKY.Y,RIGHT_PINKY.Z,LEFT_INDEX.X,LEFT_INDEX.Y,LEFT_INDEX.Z,RIGHT_INDEX.X,RIGHT_INDEX.Y,RIGHT_INDEX.Z,LEFT_THUMB.X,LEFT_THUMB.Y,LEFT_THUMB.Z,RIGHT_THUMB.X,RIGHT_THUMB.Y,RIGHT_THUMB.Z,LEFT_HIP.X,LEFT_HIP.Y,LEFT_HIP.Z,RIGHT_HIP.X,RIGHT_HIP.Y,RIGHT_HIP.Z,LEFT_KNEE.X,LEFT_KNEE.Y,LEFT_KNEE.Z,RIGHT_KNEE.X,RIGHT_KNEE.Y,RIGHT_KNEE.Z,LEFT_ANKLE.X,LEFT_ANKLE.Y,LEFT_ANKLE.Z,RIGHT_ANKLE.X,RIGHT_ANKLE.Y,RIGHT_ANKLE.Z,LEFT_HEEL.X,LEFT_HEEL.Y,LEFT_HEEL.Z,RIGHT_HEEL.X,RIGHT_HEEL.Y,RIGHT_HEEL.Z,LEFT_FOOT_INDEX.X,LEFT_FOOT_INDEX.Y,LEFT_FOOT_INDEX.Z,RIGHT_FOOT_INDEX.X,RIGHT_FOOT_INDEX.Y,RIGHT_FOOT_INDEX.Z
1850,0.3864613175392151,0.2762356996536255,-0.359717309474945,0.3950733244419098,0.2648924589157104,-0.3348910212516784,0.3996339440345764,0.2659186422824859,-0.3348596394062042,0.4042757153511047,0.2668242156505584,-0.3348102867603302,0.3815610408782959,0.2630255222320556,-0.3322423696517944,0.3769161105155945,0.2624459862709045,-0.3321373164653778,0.37221759557724,0.261985182762146,-0.3322131335735321,0.4099115431308746,0.2801986634731293,-0.1841120421886444,0.3655760288238525,0.2728438675403595,-0.1771687269210815,0.3937426507472992,0.2972308397293091,-0.3046284914016723,0.3766046464443207,0.2943800687789917,-0.3022803664207458,0.4395037591457367,0.3806412518024444,-0.0969753414392471,0.3259425461292267,0.3729508221149444,-0.0848886743187904,0.4808003902435303,0.4821726977825165,-0.1963665336370468,0.2953302562236786,0.4811651408672333,-0.1980707794427871,0.4407087862491607,0.4818517565727234,-0.4843818545341491,0.3551908731460571,0.4871142208576202,-0.4635299742221832,0.4262067377567291,0.491797536611557,-0.551988422870636,0.3760463893413543,0.5000097751617432,-0.5316153764724731,0.4213859438896179,0.4723796248435974,-0.555027961730957,0.3809438645839691,0.479387491941452,-0.533506453037262,0.424102783203125,0.4710134267807007,-0.4904988706111908,0.3764914572238922,0.4769723117351532,-0.4684525430202484,0.4161272048950195,0.608774721622467,0.0019253693753853,0.3462445437908172,0.6076540350914001,-0.0015687172999605,0.4314380288124084,0.7670451402664185,0.0337403640151023,0.3202612400054931,0.7816489338874817,-0.0651334598660469,0.4407070577144623,0.8974264860153198,0.3107351958751678,0.2972341477870941,0.9254844188690186,0.1567774266004562,0.4371182024478912,0.9150054454803468,0.3281140327453613,0.2962280213832855,0.9459818601608276,0.1681166142225265,0.4478017687797546,0.9545552134513856,0.1706806868314743,0.2951022386550903,0.9820754528045654,-0.0147692393511533
1851,0.3733301758766174,0.2709421515464782,-0.3676075041294098,0.3812023401260376,0.2601490020751953,-0.3416141271591186,0.3856106400489807,0.2611888349056244,-0.3416125178337097,0.3901020884513855,0.2620984613895416,-0.341578871011734,0.3676642179489136,0.2584376037120819,-0.3420805037021637,0.3630077242851257,0.257974773645401,-0.3419867157936096,0.3582972884178161,0.2576106190681457,-0.342089831829071,0.3948051035404205,0.2757099866867065,-0.1884084492921829,0.3506787717342376,0.2689647376537323,-0.1936793476343155,0.3802059292793274,0.2922314703464508,-0.3114084899425506,0.3631746172904968,0.289555549621582,-0.3128197789192199,0.425919622182846,0.3772467076778412,-0.1009376794099807,0.3085392415523529,0.3724063038825989,-0.0997651442885398,0.4641091227531433,0.4814887046813965,-0.1797294318675995,0.274649977684021,0.4819882810115814,-0.2068813592195511,0.4190980792045593,0.4819741249084472,-0.4534712433815002,0.3354248404502868,0.4891184270381927,-0.4637185037136078,0.4029180109500885,0.4928346872329712,-0.5194970369338989,0.3564713597297668,0.502216637134552,-0.5295957326889038,0.3984148502349853,0.4734947085380554,-0.5264536142349243,0.3615357577800751,0.4800496697425842,-0.5321951508522034,0.4019618034362793,0.4715915620326996,-0.4610515534877777,0.3564091622829437,0.4773090779781341,-0.4688626229763031,0.4046158790588379,0.6039896607398987,0.0038005013484507,0.3314785361289978,0.606673538684845,-0.0035266354680061,0.426546037197113,0.7663649320602417,0.0274917688220739,0.3111075460910797,0.7816867232322693,-0.0529683046042919,0.4386518597602844,0.9007319808006288,0.2856418192386627,0.2935691773891449,0.9273566007614136,0.1815349608659744,0.4361482560634613,0.9192789793014526,0.2997335195541382,0.2931183278560638,0.9470802545547484,0.1939284801483154,0.4455778002738952,0.9571284651756288,0.1385274976491928,0.2946408987045288,0.9847821593284608,0.0147575167939066
1852,0.351722776889801,0.2691512107849121,-0.3893848359584808,0.3579310178756714,0.2572164237499237,-0.3612854182720184,0.3625387847423553,0.2579327821731567,-0.3613072633743286,0.3672133684158325,0.2585128545761108,-0.3612953722476959,0.3435344994068146,0.2562276422977447,-0.3668197691440582,0.33834108710289,0.2559856474399566,-0.3666704595088959,0.3331058323383331,0.2558399438858032,-0.3666595816612243,0.3705304265022278,0.2715767621994018,-0.2009982764720916,0.3233761191368103,0.2675865590572357,-0.2262636870145797,0.358864426612854,0.2902758419513702,-0.3304193615913391,0.34062260389328,0.2885871529579162,-0.3376311957836151,0.4020311236381531,0.3738107681274414,-0.1045738607645034,0.2813080847263336,0.3731411397457123,-0.1418446898460388,0.4390141367912292,0.4730948209762573,-0.1839850544929504,0.249551773071289,0.4935114681720733,-0.2494749724864959,0.4018489420413971,0.4757419526576996,-0.481189876794815,0.3147477805614471,0.4913555979728699,-0.4946341514587402,0.3892163336277008,0.485356718301773,-0.554223358631134,0.3386968970298767,0.5022997260093689,-0.5601398348808289,0.3841552138328552,0.4667553901672363,-0.5601891279220581,0.3408959507942199,0.4787649512290954,-0.5616665482521057,0.3863314986228943,0.4648529887199402,-0.4912622570991516,0.3352679908275604,0.4765180051326751,-0.4985722005367279,0.3844959139823913,0.603492021560669,0.0116303879767656,0.3098616003990173,0.6082172393798828,-0.0114545989781618,0.4173489212989807,0.7674121856689453,0.0202096085995435,0.3024669587612152,0.7858275175094604,-0.0210296642035245,0.4362295567989349,0.9011308550834656,0.2723685204982757,0.2912730574607849,0.9267641305923462,0.2066072523593902,0.4330454468727112,0.9196783304214478,0.2875661551952362,0.2905105948448181,0.9468004703521729,0.2107675373554229,0.4457651972770691,0.9579416513442992,0.134212777018547,0.2964785993099212,0.9857970476150512,0.0609917864203453
1853,0.3431641459465027,0.2704010903835296,-0.3631201088428497,0.3481513261795044,0.2575421631336212,-0.3373928964138031,0.3524597287178039,0.2580702602863312,-0.3374179303646087,0.3568418025970459,0.2584588527679443,-0.3374051749706268,0.3343427181243896,0.2568777501583099,-0.3421837985515594,0.3291817009449005,0.2566799521446228,-0.3420544862747192,0.3239632248878479,0.2565838992595672,-0.3420607447624206,0.358348399400711,0.2702297270298004,-0.1860418319702148,0.3128513693809509,0.2676638066768646,-0.2088755071163177,0.3492120802402496,0.2908533215522766,-0.3060049414634704,0.3317863047122955,0.2896327674388885,-0.3116003274917602,0.3880120515823364,0.3707676231861114,-0.0825812667608261,0.2683309614658355,0.3718487024307251,-0.1301157623529434,0.4256156384944916,0.4694965481758117,-0.1441858410835266,0.234499305486679,0.4924781024456024,-0.240079790353775,0.4009127020835876,0.4748549461364746,-0.4657202363014221,0.3048564791679382,0.4910486340522766,-0.4748029112815857,0.3917363286018371,0.4861852526664734,-0.5360877513885498,0.3298588395118713,0.5017083883285522,-0.5370416045188904,0.3861154019832611,0.46616131067276,-0.5465155243873596,0.333459734916687,0.4770833849906921,-0.539696455001831,0.3867914080619812,0.4641569852828979,-0.4758306443691253,0.3272740244865417,0.4749936461448669,-0.4783924520015716,0.3729576766490936,0.6084250807762146,0.0166276339441537,0.2974492311477661,0.6099435091018677,-0.0164859425276517,0.4134729504585266,0.7732124328613281,0.0195701457560062,0.29388627409935,0.7871463894844055,-0.0197747908532619,0.4338487088680267,0.904354214668274,0.2686212956905365,0.2910378575325012,0.9293226003646852,0.2331561297178268,0.4290631711483001,0.9235352873802184,0.2842044532299042,0.2924264371395111,0.948273777961731,0.2471066415309906,0.4496020376682281,0.9616415500640868,0.1351427882909774,0.2946493923664093,0.989745020866394,0.0876944661140441
1854,0.3315978646278381,0.2722520232200622,-0.3794440627098083,0.3342796564102173,0.2585744261741638,-0.3555910587310791,0.3382020890712738,0.2588599622249603,-0.3556216657161712,0.3421894609928131,0.2589890956878662,-0.3556644022464752,0.3210663199424743,0.2581592500209808,-0.3717673420906067,0.315710961818695,0.2579551637172699,-0.371660053730011,0.3103258907794952,0.2578490078449249,-0.3717063963413238,0.34037846326828,0.2683548331260681,-0.1993411183357238,0.2964623570442199,0.2676127552986145,-0.2660870552062988,0.3358844220638275,0.29168701171875,-0.3174808621406555,0.3193996548652649,0.2908483445644378,-0.3386493623256683,0.3690076470375061,0.3625751435756683,-0.0887884795665741,0.2488931715488433,0.3680944144725799,-0.1804915070533752,0.4034160673618316,0.4697869420051574,-0.1478371918201446,0.225812628865242,0.4931089282035827,-0.2622285187244415,0.3758158981800079,0.4753674864768982,-0.4546318054199219,0.2993175387382507,0.4913781881332397,-0.4704778790473938,0.3663890063762665,0.4877137541770935,-0.5249239206314087,0.3261643648147583,0.5024577379226685,-0.5208383798599243,0.360508531332016,0.4669007360935211,-0.5386629104614258,0.3270350396633148,0.4765084981918335,-0.5295544862747192,0.3601501584053039,0.4637311100959778,-0.4673120975494385,0.3199725747108459,0.4735225141048431,-0.4729162752628326,0.3562788367271423,0.6015409827232361,0.0258098300546407,0.2830382287502289,0.610813558101654,-0.025725107640028,0.3984836637973785,0.7675701975822449,0.0220494326204061,0.2874540686607361,0.788858950138092,-0.0203969813883304,0.4176349639892578,0.9064972400665284,0.2554155886173248,0.2903880774974823,0.9324886798858644,0.2112609893083572,0.408825933933258,0.9290225505828856,0.2672989070415497,0.2928051948547363,0.9522717595100404,0.223718374967575,0.4527304172515869,0.9563900232315063,0.1306237876415252,0.2942939400672912,0.9930213093757628,0.0603747479617595
1855,0.3327043652534485,0.2706294357776642,-0.3479986786842346,0.3317584991455078,0.2563373148441314,-0.3232501149177551,0.3350354433059692,0.2563457787036896,-0.3232952058315277,0.3384050726890564,0.2562178075313568,-0.3233556151390075,0.3195622563362121,0.2565242946147918,-0.3565031886100769,0.3140765130519867,0.2565245330333709,-0.3564433455467224,0.3085509836673736,0.2566252052783966,-0.3565185964107513,0.331920176744461,0.2642880976200104,-0.1709140241146087,0.2910554707050323,0.2657847106456756,-0.2543376982212066,0.3347499966621399,0.2890543639659881,-0.2872995436191559,0.319492757320404,0.2891997396945953,-0.3352494537830353,0.3595158755779266,0.3574578464031219,-0.0635850504040718,0.2395217716693878,0.3655028939247131,-0.1812812983989715,0.3932460844516754,0.4623554944992065,-0.0938439145684242,0.2122619450092315,0.4944576919078827,-0.2545865178108215,0.368533194065094,0.47687828540802,-0.3867966532707214,0.2902463376522064,0.495509922504425,-0.4294465482234955,0.3602697551250458,0.492091566324234,-0.4555913805961609,0.3176937997341156,0.5077202320098877,-0.4762619435787201,0.3531127274036407,0.4717061817646026,-0.4728864729404449,0.31979900598526,0.4813990592956543,-0.4861962795257568,0.3523423075675964,0.4677772223949432,-0.4011493325233459,0.3121458888053894,0.4779249131679535,-0.4317710995674133,0.3502628207206726,0.6035674214363098,0.0362082161009311,0.2770664691925049,0.6156265735626221,-0.0360581055283546,0.3927105069160461,0.7691355347633362,0.0441846922039985,0.2861724197864532,0.7919501662254333,-0.0080402884632349,0.4128257632255554,0.9093968868255616,0.2574169635772705,0.2898081243038177,0.9298606514930724,0.228638008236885,0.4031074941158294,0.935241401195526,0.2684754133224487,0.2912808954715729,0.9496169686317444,0.2420865297317505,0.4557694792747497,0.9561141133308412,0.1365548521280288,0.297088086605072,0.9905830025672911,0.0942437797784805
1856,0.3370942175388336,0.2708346247673034,-0.3252366185188293,0.3316167593002319,0.2552972733974457,-0.3022312819957733,0.3333870470523834,0.2548297345638275,-0.3022618889808655,0.3352507948875427,0.2542292773723602,-0.3023488521575928,0.3218865394592285,0.2563588917255401,-0.3358746469020843,0.3165555894374847,0.2565116584300995,-0.3357949256896972,0.3111797869205475,0.2567543387413025,-0.3358656167984009,0.3208157122135162,0.2596094012260437,-0.1575771272182464,0.2877532839775085,0.2643417119979858,-0.2909181714057922,0.3336488306522369,0.2878144681453705,-0.2665205597877502,0.3219237029552459,0.2889083325862884,-0.3116412758827209,0.3424892425537109,0.3492756485939026,-0.0611097402870655,0.2288264036178589,0.3632399141788482,-0.2172687798738479,0.3696115612983703,0.4630484580993652,-0.084748089313507,0.210851714015007,0.4980679452419281,-0.2923436760902405,0.3520528972148895,0.481208473443985,-0.3645829856395721,0.2962361872196197,0.4913631379604339,-0.4418408274650574,0.3456051349639892,0.4966720640659332,-0.4307712912559509,0.3241022229194641,0.5004236698150635,-0.4882134795188904,0.3409713208675384,0.4761604070663452,-0.4489043354988098,0.3248068690299988,0.4737578332424164,-0.493572860956192,0.3393279612064361,0.4711020290851593,-0.379992812871933,0.3171364367008209,0.4701258838176727,-0.442326545715332,0.339041918516159,0.6011064648628235,0.0414183288812637,0.2706395983695984,0.6160593628883362,-0.0412866175174713,0.3803030252456665,0.7662741541862488,0.0848639011383056,0.2823628187179565,0.7892971634864807,-0.0005951769999228,0.4062562584877014,0.9064091444015504,0.2595125436782837,0.2895731925964355,0.9298184514045716,0.2160679847002029,0.3967887461185455,0.9341968297958374,0.267608642578125,0.2922525405883789,0.9498829245567322,0.2278730124235153,0.4550745487213135,0.9487982988357544,0.1366451382637024,0.2936322093009949,0.991533100605011,0.0822614356875419
1857,0.3375362753868103,0.2724804282188415,-0.3402421474456787,0.3293138146400451,0.255861759185791,-0.3204004168510437,0.3301924169063568,0.2551396787166595,-0.3204533457756042,0.3311747908592224,0.2542742192745209,-0.3205337524414062,0.3216343522071838,0.2572802305221557,-0.3481647372245788,0.3164917528629303,0.2574697434902191,-0.3480716943740845,0.3113277554512024,0.2577610313892364,-0.3481656312942505,0.3136132359504699,0.2585489451885223,-0.1773634403944015,0.2862184047698974,0.2646574079990387,-0.3483022153377533,0.3319252729415893,0.2888168394565582,-0.2847562134265899,0.3220754563808441,0.2902338206768036,-0.3173583149909973,0.3365095555782318,0.3480137586593628,-0.0764901489019393,0.2274726629257202,0.3658325374126434,-0.2787863910198211,0.3568027317523956,0.4638496935367584,-0.0338968113064765,0.2106203287839889,0.5025385618209839,-0.299697607755661,0.3404891192913055,0.491932064294815,-0.2448442280292511,0.2958954572677612,0.4919034242630005,-0.351905345916748,0.3347484469413757,0.5067600607872009,-0.2939803004264831,0.3240397274494171,0.4986449480056762,-0.3833667635917663,0.3319023251533508,0.485709935426712,-0.3188870251178741,0.323563277721405,0.4713037610054016,-0.3893714547157287,0.3301861882209778,0.4823908805847168,-0.2625073492527008,0.3162074685096741,0.4668844938278198,-0.3500778675079345,0.3345292508602142,0.6011887192726135,0.0484010204672813,0.2696840167045593,0.6155537962913513,-0.0482428148388862,0.3708328604698181,0.7677626013755798,0.1336397230625152,0.2782875001430511,0.7868320345878601,0.0003681650850921,0.396176666021347,0.9015589952468872,0.3032217621803283,0.290635734796524,0.9317191243171692,0.2104649245738983,0.3866457939147949,0.9301838278770448,0.3096823990345001,0.2949217855930328,0.9538957476615906,0.2229365855455398,0.449402391910553,0.94056236743927,0.2100969851016998,0.2892126739025116,0.995844304561615,0.0918603688478469
1858,0.3347133100032806,0.2752303183078766,-0.2661470770835876,0.3258533179759979,0.256687581539154,-0.2479783296585083,0.3261268734931946,0.2556213438510895,-0.2480030804872512,0.3265017569065094,0.2543690502643585,-0.2480974197387695,0.3196451365947723,0.2583805322647095,-0.2861195504665375,0.3148175776004791,0.2584500312805176,-0.2860139012336731,0.3099505305290222,0.2586526572704315,-0.2860776782035827,0.3074620366096496,0.2593642771244049,-0.1204117909073829,0.2847855687141418,0.2646832764148712,-0.2934229075908661,0.3273062705993652,0.2898782789707184,-0.2134292870759964,0.3192785382270813,0.2916207015514374,-0.2632580995559692,0.3216033577919006,0.3471794724464416,-0.0052670505829155,0.2276667058467865,0.362763375043869,-0.2503426074981689,0.3299464583396911,0.4642765820026397,0.0045013190247118,0.2172263115644455,0.503797173500061,-0.2786818146705627,0.3415045738220215,0.4980110228061676,-0.2571657299995422,0.3008726835250854,0.4877497851848602,-0.2691060602664947,0.3436139822006225,0.5150926113128662,-0.3075905442237854,0.3277314603328705,0.4938850700855255,-0.2904793322086334,0.344424307346344,0.4959039986133575,-0.3389101922512054,0.3282001614570617,0.4641327559947967,-0.2956738770008087,0.3391351103782654,0.4887152314186096,-0.2785353362560272,0.321182370185852,0.459202229976654,-0.2642301917076111,0.3292497992515564,0.6011304259300232,0.0639630630612373,0.2718294262886047,0.6152370572090149,-0.0636880248785018,0.3550958335399627,0.7652988433837891,0.1666652262210846,0.2777584791183471,0.7860611081123352,-0.0304261110723018,0.3676553964614868,0.8898215889930725,0.3772166967391968,0.2905966639518738,0.932831645011902,0.1354642212390899,0.3564537167549133,0.9205072522163392,0.3904658854007721,0.2945691049098968,0.9574371576309204,0.1452053934335708,0.4233248829841614,0.924807906150818,0.3067970275878906,0.2909064292907715,0.9972542524337769,0.0264913253486156
1859,0.3336847424507141,0.2777912318706512,-0.1922780573368072,0.3246406614780426,0.258053719997406,-0.1772633343935012,0.3242636620998382,0.2572576105594635,-0.1772489994764328,0.3240731358528137,0.2563227713108063,-0.1773252189159393,0.3192090690135956,0.2589377462863922,-0.2198754251003265,0.3144134879112243,0.2586912214756012,-0.2197800129652023,0.3095851540565491,0.2586211264133453,-0.2197950184345245,0.303493857383728,0.2602222859859466,-0.061860591173172,0.2839804291725158,0.2638792395591736,-0.2539588510990143,0.3265348970890045,0.2932581305503845,-0.1439021825790405,0.3188256621360779,0.2939602732658386,-0.2002103775739669,0.3125821352005005,0.3478513956069946,0.0527474470436573,0.2268177270889282,0.3608385026454925,-0.2392923533916473,0.3129999041557312,0.4756956398487091,0.0204499028623104,0.2173902690410614,0.5041230916976929,-0.265581339597702,0.3464516699314117,0.4846753776073456,-0.2630233466625213,0.3052875995635986,0.4828276038169861,-0.2523218989372253,0.3522290289402008,0.4945204555988312,-0.3105027377605438,0.3347675204277038,0.4891414642333984,-0.2707151770591736,0.3454079926013946,0.4741919636726379,-0.3380508720874786,0.3334139287471771,0.4610076248645782,-0.2750962078571319,0.3484933376312256,0.4697602987289428,-0.2842857837677002,0.3250767588615417,0.4575330317020416,-0.2463195770978927,0.3231214582920074,0.6041181087493896,0.0826413482427597,0.2716830372810364,0.612273097038269,-0.0822212845087051,0.3399833738803863,0.7652084231376648,0.220914602279663,0.2777207493782043,0.7826557755470276,-0.0293786618858575,0.3415069282054901,0.8847480416297913,0.4585763812065124,0.2885990142822265,0.9295591115951538,0.1468619108200073,0.3280548751354217,0.9138095378875732,0.4757565557956695,0.2899426817893982,0.9554128050804138,0.1585520356893539,0.4010480344295501,0.921586811542511,0.4121479988098144,0.299634039402008,0.9933927059173584,0.0513112023472785
