frame,NOSE.X,NOSE.Y,NOSE.Z,LEFT_EYE_INNER.X,LEFT_EYE_INNER.Y,LEFT_EYE_INNER.Z,LEFT_EYE.X,LEFT_EYE.Y,LEFT_EYE.Z,LEFT_EYE_OUTER.X,LEFT_EYE_OUTER.Y,LEFT_EYE_OUTER.Z,RIGHT_EYE_INNER.X,RIGHT_EYE_INNER.Y,RIGHT_EYE_INNER.Z,RIGHT_EYE.X,RIGHT_EYE.Y,RIGHT_EYE.Z,RIGHT_EYE_OUTER.X,RIGHT_EYE_OUTER.Y,RIGHT_EYE_OUTER.Z,LEFT_EAR.X,LEFT_EAR.Y,LEFT_EAR.Z,RIGHT_EAR.X,RIGHT_EAR.Y,RIGHT_EAR.Z,MOUTH_LEFT.X,MOUTH_LEFT.Y,MOUTH_LEFT.Z,MOUTH_RIGHT.X,MOUTH_RIGHT.Y,MOUTH_RIGHT.Z,LEFT_SHOULDER.X,LEFT_SHOULDER.Y,LEFT_SHOULDER.Z,RIGHT_SHOULDER.X,RIGHT_SHOULDER.Y,RIGHT_SHOULDER.Z,LEFT_ELBOW.X,LEFT_ELBOW.Y,LEFT_ELBOW.Z,RIGHT_ELBOW.X,RIGHT_ELBOW.Y,RIGHT_ELBOW.Z,LEFT_WRIST.X,LEFT_WRIST.Y,LEFT_WRIST.Z,RIGHT_WRIST.X,RIGHT_WRIST.Y,RIGHT_WRIST.Z,LEFT_PINKY.X,LEFT_PINKY.Y,LEFT_PINKY.Z,RIGHT_PINKY.X,RIGHT_PINKY.Y,RIGHT_PINKY.Z,LEFT_INDEX.X,LEFT_INDEX.Y,LEFT_INDEX.Z,RIGHT_INDEX.X,RIGHT_INDEX.Y,RIGHT_INDEX.Z,LEFT_THUMB.X,LEFT_THUMB.Y,LEFT_THUMB.Z,RIGHT_THUMB.X,RIGHT_THUMB.Y,RIGHT_THUMB.Z,LEFT_HIP.X,LEFT_HIP.Y,LEFT_HIP.Z,RIGHT_HIP.X,RIGHT_HIP.Y,RIGHT_HIP.Z,LEFT_KNEE.X,LEFT_KNEE.Y,LEFT_KNEE.Z,RIGHT_KNEE.X,RIGHT_KNEE.Y,RIGHT_KNEE.Z,LEFT_ANKLE.X,LEFT_ANKLE.Y,LEFT_ANKLE.Z,RIGHT_ANKLE.X,RIGHT_ANKLE.Y,RIGHT_ANKLE.Z,LEFT_HEEL.X,LEFT_HEEL.Y,LEFT_HEEL.Z,RIGHT_HEEL.X,RIGHT_HEEL.Y,RIGHT_HEEL.Z,LEFT_FOOT_INDEX.X,LEFT_FOOT_INDEX.Y,LEFT_FOOT_INDEX.Z,RIGHT_FOOT_INDEX.X,RIGHT_FOOT_INDEX.Y,RIGHT_FOOT_INDEX.Z
1,0.29031115770339966,0.3404461741447449,-0.22594861686229706,0.2882099747657776,0.3226260840892792,-0.23352763056755066,0.285292387008667,0.31968405842781067,-0.23337559401988983,0.28215986490249634,0.31667324900627136,-0.23324093222618103,0.2929646968841553,0.32716104388237,-0.20594775676727295,0.29369521141052246,0.32765039801597595,-0.2060554027557373,0.29450392723083496,0.3283415138721466,-0.2062678337097168,0.2623864412307739,0.3070175349712372,-0.22150318324565887,0.2792060375213623,0.32171183824539185,-0.09154795110225677,0.27291637659072876,0.34355318546295166,-0.21985545754432678,0.27849704027175903,0.3497600257396698,-0.18125995993614197,0.17552602291107178,0.34591472148895264,-0.17170926928520203,0.26970428228378296,0.3804682493209839,-0.032535798847675323,0.11228334903717041,0.414400577545166,-0.23509284853935242,0.29272347688674927,0.48467937111854553,0.016173359006643295,0.12002724409103394,0.5328313112258911,-0.33340832591056824,0.34215760231018066,0.5809671878814697,-0.10057665407657623,0.11111420392990112,0.5684863924980164,-0.3596195578575134,0.3576998710632324,0.6077528595924377,-0.11450470983982086,0.13028383255004883,0.568532407283783,-0.39130324125289917,0.3594518303871155,0.6075623035430908,-0.1541748195886612,0.13298147916793823,0.5572548508644104,-0.34540507197380066,0.34769731760025024,0.6012123227119446,-0.12492956221103668,0.17222261428833008,0.5755704641342163,-0.030883321538567543,0.23286306858062744,0.5731721520423889,0.031116822734475136,0.17909842729568481,0.7208589911460876,0.0036709264386445284,0.26216399669647217,0.7109134793281555,0.0826815664768219,0.20020747184753418,0.8457728624343872,0.21006782352924347,0.28271520137786865,0.8231545686721802,0.2849206030368805,0.20794522762298584,0.8616808652877808,0.22613999247550964,0.2731338143348694,0.8411733508110046,0.29944151639938354,0.18994033336639404,0.9034034013748169,0.1386263519525528,0.3164846897125244,0.8771999478340149,0.21292464435100555
2,0.2942277193069458,0.3420400321483612,-0.19517599046230316,0.292346715927124,0.3243727684020996,-0.20140695571899414,0.2895088791847229,0.3213755786418915,-0.2012317180633545,0.28645479679107666,0.31829825043678284,-0.20111460983753204,0.2968102693557739,0.32899704575538635,-0.17377394437789917,0.2974262833595276,0.32951226830482483,-0.17389115691184998,0.2981104850769043,0.33021974563598633,-0.17407402396202087,0.26668864488601685,0.30810195207595825,-0.19026687741279602,0.28265565633773804,0.32332083582878113,-0.059728216379880905,0.2768380641937256,0.34461018443107605,-0.19014878571033478,0.28214186429977417,0.3509766161441803,-0.15158504247665405,0.17979919910430908,0.34556809067726135,-0.14467774331569672,0.2721196413040161,0.38074979186058044,-0.011971354484558105,0.11755001544952393,0.41441449522972107,-0.22336550056934357,0.2929583787918091,0.48284807801246643,0.052546411752700806,0.1209794282913208,0.5316477417945862,-0.30613330006599426,0.34005600214004517,0.577798068523407,-0.06615661084651947,0.11227524280548096,0.5669072866439819,-0.33014291524887085,0.35495996475219727,0.6048334240913391,-0.08672874420881271,0.13093870878219604,0.5669274926185608,-0.3653624355792999,0.35650014877319336,0.6051129102706909,-0.13928185403347015,0.1334996223449707,0.55577552318573,-0.31868577003479004,0.34472155570983887,0.5987614989280701,-0.09134167432785034,0.1755560040473938,0.5747857689857483,-0.030721431598067284,0.23584705591201782,0.5739859342575073,0.030942866578698158,0.18053710460662842,0.7211609482765198,-0.010284008458256721,0.26196032762527466,0.7110816240310669,0.0771598219871521,0.20041006803512573,0.84623122215271,0.17815366387367249,0.2826927900314331,0.8229312300682068,0.27360421419143677,0.20847183465957642,0.8620489835739136,0.1929928958415985,0.27359145879745483,0.8404654860496521,0.2883899211883545,0.18966829776763916,0.9036195278167725,0.10786360502243042,0.3159679174423218,0.8773012161254883,0.2073160707950592
3,0.29669803380966187,0.34194910526275635,-0.1735321581363678,0.29496562480926514,0.3243699371814728,-0.18087513744831085,0.2921960949897766,0.321332186460495,-0.18072542548179626,0.2892090082168579,0.31821903586387634,-0.18064720928668976,0.29921776056289673,0.3290727436542511,-0.15256556868553162,0.2997238039970398,0.329615980386734,-0.15262743830680847,0.30029773712158203,0.33034151792526245,-0.1527678221464157,0.26931697130203247,0.3078767955303192,-0.17377910017967224,0.28451859951019287,0.3233376145362854,-0.039562709629535675,0.2792280316352844,0.3442687392234802,-0.16921491920948029,0.2842797636985779,0.35077184438705444,-0.1295756995677948,0.18171179294586182,0.34488385915756226,-0.13554073870182037,0.2724035382270813,0.3818531930446625,0.010702012106776237,0.11962175369262695,0.4136829078197479,-0.2182140052318573,0.2925952672958374,0.4850274324417114,0.060224901884794235,0.12428855895996094,0.5300642251968384,-0.30369430780410767,0.33978700637817383,0.5792262554168701,-0.04821915552020073,0.11625862121582031,0.5648257732391357,-0.32753944396972656,0.3545567989349365,0.6061654686927795,-0.0678023025393486,0.133550763130188,0.5649794340133667,-0.36032968759536743,0.3563153147697449,0.6052138805389404,-0.11160840839147568,0.13659894466400146,0.5540187358856201,-0.3158007860183716,0.34460604190826416,0.5986657738685608,-0.07077264040708542,0.17732840776443481,0.5728152990341187,-0.031092476099729538,0.2366560697555542,0.5731425881385803,0.031327880918979645,0.1804485321044922,0.72017502784729,-0.010479036718606949,0.26338016986846924,0.7102469801902771,0.09028634428977966,0.19910204410552979,0.8451932072639465,0.18208548426628113,0.2823566198348999,0.8237822651863098,0.2856610119342804,0.20662271976470947,0.8605425953865051,0.19702844321727753,0.27295464277267456,0.841006338596344,0.2996012568473816,0.18931055068969727,0.9027211666107178,0.10731594264507294,0.3149203062057495,0.8790426850318909,0.21080279350280762
4,0.2971155047416687,0.3428093194961548,-0.1688886433839798,0.2957826256752014,0.3252140283584595,-0.17700690031051636,0.29308217763900757,0.3222437798976898,-0.1768694967031479,0.2901664972305298,0.3191985487937927,-0.17680199444293976,0.29987525939941406,0.32961660623550415,-0.14858375489711761,0.30033761262893677,0.330035537481308,-0.1486428678035736,0.3008638620376587,0.330628901720047,-0.14877721667289734,0.27050554752349854,0.3086589276790619,-0.1730344146490097,0.2850160002708435,0.3231906592845917,-0.03897367790341377,0.27948081493377686,0.3450095057487488,-0.16546675562858582,0.2844739556312561,0.35119444131851196,-0.1259116530418396,0.18235933780670166,0.3440151512622833,-0.13702340424060822,0.2734184265136719,0.3816462755203247,0.012462013401091099,0.1238093376159668,0.4135908782482147,-0.21053770184516907,0.29115891456604004,0.4862913191318512,0.060435701161623,0.13038504123687744,0.530042290687561,-0.2994142174720764,0.33772730827331543,0.5803518295288086,-0.04172799736261368,0.12276983261108398,0.5647993087768555,-0.3217769265174866,0.35210269689559937,0.6071029901504517,-0.059516943991184235,0.13961350917816162,0.5648891925811768,-0.35185760259628296,0.35447007417678833,0.6056360602378845,-0.10062713921070099,0.14265871047973633,0.5539448261260986,-0.31045007705688477,0.3433138132095337,0.5991427898406982,-0.06298638880252838,0.1788066029548645,0.5706997513771057,-0.031484633684158325,0.23726046085357666,0.5712490081787109,0.031741175800561905,0.18198233842849731,0.720061182975769,-0.015785928815603256,0.2626922130584717,0.7068691253662109,0.07616080343723297,0.20036464929580688,0.8455258011817932,0.1608259081840515,0.28095686435699463,0.8218451142311096,0.2474040687084198,0.20721536874771118,0.8608315587043762,0.1738767921924591,0.27172255516052246,0.8388763666152954,0.25879985094070435,0.1921103596687317,0.9029501676559448,0.0831642895936966,0.31233060359954834,0.877761960029602,0.16961601376533508
5,0.29746896028518677,0.3414311408996582,-0.16121748089790344,0.2960081696510315,0.3238269090652466,-0.17033740878105164,0.2932971119880676,0.3209313452243805,-0.17020006477832794,0.2903701663017273,0.3179590404033661,-0.17013858258724213,0.30009233951568604,0.3279498219490051,-0.1414945423603058,0.30056118965148926,0.32825061678886414,-0.1415501832962036,0.30109524726867676,0.3287288248538971,-0.14168547093868256,0.27082979679107666,0.3075059652328491,-0.1689261943101883,0.28547465801239014,0.32120320200920105,-0.03313176706433296,0.28015267848968506,0.3438568711280823,-0.15845707058906555,0.28517329692840576,0.3497147560119629,-0.1184002161026001,0.1839173436164856,0.3427806794643402,-0.13797126710414886,0.2740057706832886,0.3804280459880829,0.020717717707157135,0.1267610788345337,0.41334882378578186,-0.210595041513443,0.28949517011642456,0.48694559931755066,0.07337354868650436,0.13289892673492432,0.5292684435844421,-0.3053475618362427,0.33500540256500244,0.581187903881073,-0.030451199039816856,0.12509191036224365,0.5643991827964783,-0.32847243547439575,0.34868085384368896,0.6080514192581177,-0.048849936574697495,0.14212387800216675,0.5639354586601257,-0.3588564097881317,0.3518748879432678,0.6063687205314636,-0.09031015634536743,0.14502251148223877,0.5527613162994385,-0.31635162234306335,0.3409637212753296,0.5998381972312927,-0.05161475017666817,0.17876970767974854,0.5711847543716431,-0.033511679619550705,0.23722457885742188,0.5720233917236328,0.033804599195718765,0.18163985013961792,0.7201312184333801,-0.007674305234104395,0.2643080949783325,0.7061541080474854,0.07958932220935822,0.19938123226165771,0.844516932964325,0.18373176455497742,0.28017014265060425,0.8223036527633667,0.2553263008594513,0.20607948303222656,0.8593699932098389,0.19824953377246857,0.27041661739349365,0.8393643498420715,0.2668060064315796,0.1919313669204712,0.902093768119812,0.10552908480167389,0.31114059686660767,0.8787187337875366,0.17410287261009216
6,0.29565274715423584,0.338468074798584,-0.1580534279346466,0.2939671277999878,0.32094377279281616,-0.16632667183876038,0.29144227504730225,0.31810814142227173,-0.16620759665966034,0.28869861364364624,0.3152051270008087,-0.16615474224090576,0.29751068353652954,0.3250858187675476,-0.13779911398887634,0.2977653741836548,0.325435072183609,-0.13785214722156525,0.29807937145233154,0.32596996426582336,-0.13798363506793976,0.26936227083206177,0.3053702116012573,-0.16402705013751984,0.28250283002853394,0.31911563873291016,-0.02812560833990574,0.2789853811264038,0.34146803617477417,-0.1554606705904007,0.28351205587387085,0.3472587764263153,-0.11544400453567505,0.18391478061676025,0.3417896330356598,-0.13741044700145721,0.27335119247436523,0.38090428709983826,0.025470668449997902,0.12681561708450317,0.41324278712272644,-0.21249110996723175,0.2884944677352905,0.48767364025115967,0.07462390512228012,0.13341635465621948,0.5295194387435913,-0.30738556385040283,0.33371907472610474,0.5820176005363464,-0.030075347051024437,0.12580406665802002,0.5645538568496704,-0.3310913145542145,0.3473384976387024,0.6090654730796814,-0.049456290900707245,0.14279592037200928,0.5641971230506897,-0.36062464118003845,0.35042721033096313,0.6064339876174927,-0.0900331363081932,0.1456214189529419,0.5529429316520691,-0.3179066777229309,0.3401273488998413,0.599806010723114,-0.05132662504911423,0.18024122714996338,0.5707213282585144,-0.03630225732922554,0.23849672079086304,0.5727907419204712,0.036597706377506256,0.1827901005744934,0.7198940515518188,-0.018293004482984543,0.26501744985580444,0.7076926827430725,0.09901870787143707,0.19955652952194214,0.8453515768051147,0.15864917635917664,0.2812199592590332,0.8221524357795715,0.268556147813797,0.205530047416687,0.8605231046676636,0.17168158292770386,0.2710531949996948,0.8395453691482544,0.28588005900382996,0.193104088306427,0.9020462036132812,0.08359382301568985,0.314950168132782,0.8769554495811462,0.19707046449184418
7,0.27462804317474365,0.31386682391166687,-0.2744324505329132,0.2709581255912781,0.29656118154525757,-0.2664637267589569,0.2670935392379761,0.2937881052494049,-0.2663973867893219,0.26304298639297485,0.29090386629104614,-0.26638415455818176,0.28014659881591797,0.3025188148021698,-0.25017887353897095,0.2829018235206604,0.30403080582618713,-0.2501205503940582,0.2856515049934387,0.30572226643562317,-0.25010430812835693,0.24764013290405273,0.2878316342830658,-0.18705645203590393,0.27770090103149414,0.3066246211528778,-0.10109738260507584,0.2589080333709717,0.3201756477355957,-0.24401557445526123,0.2704364061355591,0.32771632075309753,-0.21904754638671875,0.17848271131515503,0.34004542231559753,-0.14828422665596008,0.276025652885437,0.3799406886100769,0.010281020775437355,0.12734729051589966,0.4137926995754242,-0.21092453598976135,0.29097509384155273,0.4863463342189789,0.04579056054353714,0.13551568984985352,0.5325465798377991,-0.34012338519096375,0.33184510469436646,0.5807753801345825,-0.06093922257423401,0.1273726224899292,0.5701220035552979,-0.37746724486351013,0.3435918688774109,0.6087121367454529,-0.07809341698884964,0.14319956302642822,0.5684478878974915,-0.4067225456237793,0.3464149832725525,0.6070079803466797,-0.1330907642841339,0.1462845802307129,0.5562689900398254,-0.35247743129730225,0.33584344387054443,0.5996902585029602,-0.08535673469305038,0.18127477169036865,0.5710199475288391,-0.03567591309547424,0.24099266529083252,0.5735836029052734,0.035906724631786346,0.18365097045898438,0.7183778285980225,-0.016494154930114746,0.2647939920425415,0.7092857956886292,0.10185383260250092,0.19807898998260498,0.8424250483512878,0.17880363762378693,0.28224945068359375,0.8219099640846252,0.309651643037796,0.20462453365325928,0.8582435250282288,0.1926550567150116,0.2725508213043213,0.8402696847915649,0.3244924247264862,0.18761956691741943,0.898895800113678,0.08492183685302734,0.3165357708930969,0.8762362599372864,0.21983547508716583
8,0.2656264901161194,0.2990654408931732,-0.2966182827949524,0.26154977083206177,0.2821347117424011,-0.28691643476486206,0.2573842406272888,0.27950769662857056,-0.28683122992515564,0.2530432343482971,0.27676787972450256,-0.28679293394088745,0.2720281481742859,0.28816667199134827,-0.27201300859451294,0.27541130781173706,0.28984659910202026,-0.2719617784023285,0.2788200378417969,0.2917167544364929,-0.2719753384590149,0.2385185956954956,0.2763538956642151,-0.20183178782463074,0.2735593318939209,0.29549238085746765,-0.12469889223575592,0.25010985136032104,0.30686697363853455,-0.26493149995803833,0.2635793685913086,0.3144755959510803,-0.24165284633636475,0.1744455099105835,0.33707794547080994,-0.14978650212287903,0.27604979276657104,0.37684330344200134,-0.03321032598614693,0.12661659717559814,0.41433364152908325,-0.20905396342277527,0.2911025285720825,0.48539209365844727,0.020194988697767258,0.13612210750579834,0.5342156291007996,-0.35117003321647644,0.32873785495758057,0.5798351764678955,-0.09503455460071564,0.13078677654266357,0.5725014805793762,-0.3877882957458496,0.33935683965682983,0.6075519919395447,-0.11569603532552719,0.14770060777664185,0.5705236792564392,-0.4184524416923523,0.3410000205039978,0.6064314246177673,-0.16574254631996155,0.14987850189208984,0.5581052899360657,-0.3644230365753174,0.33027905225753784,0.599198043346405,-0.1181049793958664,0.18153780698776245,0.5711082220077515,-0.03303467109799385,0.24236589670181274,0.5736590027809143,0.03320195525884628,0.18416106700897217,0.718584418296814,-0.007062955293804407,0.2651258111000061,0.7105281949043274,0.09800639748573303,0.19912081956863403,0.8420140743255615,0.20666491985321045,0.28325045108795166,0.8222412467002869,0.3196025490760803,0.206260085105896,0.858173668384552,0.22066517174243927,0.27454960346221924,0.8407742977142334,0.3348115086555481,0.18664610385894775,0.8973444104194641,0.09621234238147736,0.316736102104187,0.8763119578361511,0.2285255640745163
9,0.256553053855896,0.29154539108276367,-0.29234778881073,0.2530726194381714,0.274609237909317,-0.2829391062259674,0.24889874458312988,0.2719501554965973,-0.2828575670719147,0.24455392360687256,0.2691848874092102,-0.28281015157699585,0.2639309763908386,0.28071328997612,-0.26925402879714966,0.2675771713256836,0.2824280858039856,-0.26919233798980713,0.2712581157684326,0.28433260321617126,-0.2692118287086487,0.23128628730773926,0.26897677779197693,-0.19959087669849396,0.2680518627166748,0.2884761691093445,-0.12508991360664368,0.24171197414398193,0.29957208037376404,-0.2600451707839966,0.25565022230148315,0.3072393536567688,-0.23798485100269318,0.16967952251434326,0.33411508798599243,-0.14854493737220764,0.2760385274887085,0.3689020872116089,-0.03135555237531662,0.12479007244110107,0.41549164056777954,-0.20711717009544373,0.2901008725166321,0.47783011198043823,0.03163457289338112,0.13633263111114502,0.5362651348114014,-0.345036119222641,0.3232182264328003,0.5733333230018616,-0.08582396805286407,0.13240420818328857,0.575827956199646,-0.3802763819694519,0.3329355716705322,0.6037405729293823,-0.10502743721008301,0.14929533004760742,0.5730838179588318,-0.41140443086624146,0.334140419960022,0.6038259267807007,-0.1568705439567566,0.15137875080108643,0.5600926876068115,-0.3580714166164398,0.3232133984565735,0.5950223207473755,-0.10944245755672455,0.1843850016593933,0.5710349678993225,-0.03194505348801613,0.24671941995620728,0.5734117031097412,0.032105617225170135,0.19057714939117432,0.71790611743927,-0.007007533218711615,0.2668007016181946,0.7104611992835999,0.10881601274013519,0.200691819190979,0.8416761159896851,0.1987815648317337,0.28559696674346924,0.8216577768325806,0.33499234914779663,0.2082880735397339,0.8581726551055908,0.21272012591362,0.27744996547698975,0.8407624959945679,0.35072943568229675,0.18713486194610596,0.895632803440094,0.09240148961544037,0.3190959095954895,0.8737974762916565,0.24583426117897034
10,0.25349855422973633,0.2877587676048279,-0.3208906948566437,0.24952161312103271,0.2707119584083557,-0.31053194403648376,0.24520176649093628,0.2682846784591675,-0.3104363977909088,0.24069607257843018,0.26575514674186707,-0.31032127141952515,0.2606242895126343,0.276312917470932,-0.2977199852466583,0.26436173915863037,0.2778797149658203,-0.29771238565444946,0.2681359648704529,0.2796339988708496,-0.2978041172027588,0.2274458408355713,0.2665107846260071,-0.22214922308921814,0.26525622606277466,0.2842303514480591,-0.15143176913261414,0.2387760877609253,0.29680144786834717,-0.2871018052101135,0.25310802459716797,0.30380821228027344,-0.26575520634651184,0.16768473386764526,0.3334258198738098,-0.16595013439655304,0.2756373882293701,0.36518585681915283,-0.054089419543743134,0.12432354688644409,0.4161602854728699,-0.21523070335388184,0.2909266948699951,0.4758484959602356,0.012336572632193565,0.13626110553741455,0.5379430055618286,-0.35847538709640503,0.3230849504470825,0.5728212594985962,-0.09968986362218857,0.13296186923980713,0.5788527727127075,-0.39539819955825806,0.3323683738708496,0.6034265756607056,-0.11652660369873047,0.14981824159622192,0.5749582052230835,-0.4291353225708008,0.3335198163986206,0.6040793061256409,-0.16996487975120544,0.15197008848190308,0.5615271925926208,-0.3726978003978729,0.32250577211380005,0.5951322913169861,-0.12343199551105499,0.1869053840637207,0.5712096095085144,-0.03024638071656227,0.24971020221710205,0.5725550055503845,0.030364830046892166,0.19085693359375,0.718378484249115,-0.017262445762753487,0.2683491110801697,0.7080468535423279,0.1302988976240158,0.20333725214004517,0.8402180075645447,0.18239851295948029,0.28631776571273804,0.8099101781845093,0.39466655254364014,0.2123938798904419,0.8574345111846924,0.19582799077033997,0.27813494205474854,0.8295981287956238,0.415174663066864,0.18689537048339844,0.8935773372650146,0.08051282912492752,0.3198608160018921,0.8577006459236145,0.32044121623039246
